OWNER_ID,OWNER_AGE,OWNER_GENDER,DISTRICT,DISTRICT_QUARTER,BREED1,BREED1_MIXED,BREED2,BREED2_MIXED,DOG_BIRTH_YEAR,DOG_GENDER,COLOR
87763,61-70,male,11,115,Entlebucher Sennenhund,,,,2003,male,black / brown / white
87772,51-60,female,11,111,Husky,Mixed,,,2002,female,White
87773,41-50,male,9,92,Pudel,,,,2003,male,apricot
87776,51-60,female,7,74,Yorkshire Terrier,,,,2008,female,black / tan
87783,41-50,male,9,92,Yorkshire Terrier,Mixed,,,2003,female,Brown black
87788,51-60,male,3,34,Border Collie,,Labrador Retriever,,2002,female,brown / white
87796,51-60,male,2,24,Berner Sennenhund,,,,2002,female,black-and-white
87801,51-60,male,11,111,Mischling klein,,,,2004,male,tan
87803,41-50,female,3,34,Husky,Mixed,,,2003,female,White Brown
87804,71-80,female,11,115,Border Terrier,,,,2004,female,blue / tan
87807,51-60,male,6,61,Chihuahua,,,,2003,male,partridge
87816,51-60,female,3,33,Schäfer,Mixed,,,2003,female,brown
87819,61-70,female,7,72,Jack Russel Terrier,Mixed,,,1998,male,Red White
87821,51-60,male,11,119,American Staffordshire Terrier,,,,2004,male,dark brindle
87828,71-80,female,6,63,Pudel,Mixed,,,2009,male,White
87830,61-70,male,11,119,Mischling klein,,,,2004,female,Brown black
87832,41-50,male,11,119,Schäfer,Mixed,,,2014,male,black
87835,51-60,female,12,122,Mischling klein,,,,2002,female,gray / white / black
87839,61-70,female,11,119,Mischling klein,,,,2004,male,beige
87855,51-60,female,7,74,Cairn Terrier,,,,2002,female,wheat
87855,51-60,female,7,74,Cairn Terrier,,,,2002,female,dark brindle
87857,31-40,female,11,111,Appenzeller,,Labrador Retriever,,2002,female,black-and-white
87859,41-50,male,10,102,Cairn Terrier,,,,2003,female,brindle
87860,61-70,male,7,74,Welsh Springer Spaniel,,,,2004,female,Red White
87864,61-70,female,9,91,English Setter,Mixed,,,2004,female,beige / red
87865,41-50,female,11,119,Mischling klein,,,,2002,female,gray / white
87868,41-50,male,5,51,Tervueren,,,,2003,male,red / brown
87869,71-80,female,8,83,Zwergpudel,,,,1999,male,Gray
87876,41-50,male,9,91,Terrier,,Toy Pudel,,2004,female,black
87882,41-50,female,2,21,Mischling klein,,,,2004,male,black / gray / white
87889,51-60,female,3,33,Golden Retriever,,,,2004,female,golden
87893,51-60,female,5,52,Shih Tzu,,,,2003,female,white / beige
87899,61-70,female,7,72,Cairn Terrier,,,,2004,male,brindle
87900,51-60,male,10,101,Dackel,,Terrier,,2003,female,black / brown / white
87905,51-60,female,6,63,Coton de Tulear,,,,2004,male,White
87908,71-80,male,2,23,West Highland White Terrier,,,,2004,female,White
87909,31-40,male,3,33,Golden Retriever,,,,2009,male,brown
87913,41-50,female,12,121,Shih Tzu,,,,2005,female,gold / white
87913,41-50,female,12,121,Zwergpudel,,,,2009,female,brown
87913,41-50,female,12,121,Mischling klein,,,,2008,female,Brown black
87913,41-50,female,12,121,Zwergpudel,,,,2010,male,black
87913,41-50,female,12,121,Mittelpudel,,,,2012,female,black
87916,71-80,female,9,92,Prager Rattler,,,,2003,male,black
87919,31-40,female,5,51,Podenco Ibicenco,,,,2004,female,White Brown
87924,61-70,male,12,121,Appenzeller Sennenhund,,,,2014,female,tricolor
87929,41-50,female,9,92,Mops,,,,2009,female,beige
87931,51-60,female,11,119,Labrador Retriever,,Golden Retriever,,2004,male,yellow
87932,51-60,male,10,102,Riesenschnauzer,,,,2004,female,black
87938,61-70,male,10,101,Golden Retriever,,,,2004,male,golden
87940,71-80,male,7,74,Labrador Retriever,Mixed,,,2005,male,black
87941,71-80,female,7,74,Border Terrier,,,,2004,female,blue / tan
87942,41-50,male,4,42,Schäfer,Mixed,,,2000,female,black / brown
87943,51-60,female,3,33,Golden Retriever,,,,2004,female,beige
87944,51-60,female,2,21,Continental Bulldog,,,,2007,female,blotched
87945,31-40,female,1,11,Mischling gross,,,,2011,female,brown
87946,51-60,female,4,44,Jack Russel Terrier,,,,2002,female,White Brown
87947,51-60,male,10,102,Münsterländer,,,,2004,female,black-and-white
87948,51-60,female,9,92,Yorkshire Terrier,,,,2006,female,black / tan
87948,51-60,female,9,92,Chihuahua,,,,2009,female,White
87954,51-60,male,8,82,Lagotto Romagnolo,,,,2004,male,White black
87956,41-50,male,3,33,Vizsla,,,,2009,male,brown
87957,71-80,female,8,83,Riesenschnauzer,,,,2013,female,black
87961,51-60,female,11,115,Mischling klein,,,,2004,male,black-and-white
87964,51-60,female,12,122,Mischling klein,,,,2004,female,black
87965,71-80,male,4,44,Dackel,Mixed,,,2005,male,White black
87966,41-50,female,11,115,Labrador Retriever,,Appenzeller,,2004,female,black / white / brown
87977,31-40,female,5,51,Labrador Retriever,Mixed,,,2002,female,black
87978,51-60,female,12,122,Staffordshire Bull Terrier,,,,2002,female,beige / white
87982,41-50,male,12,122,Yorkshire Terrier,Mixed,,,2006,female,black yellow
87985,41-50,male,7,71,Whippet,,,,2002,female,black
87985,41-50,male,7,71,Galgo,,,,2012,female,brown brindle
87988,51-60,female,6,63,Labrador Retriever,,,,2002,male,black
87989,71-80,female,6,63,Beagle,,,,2003,male,black / white / brown
87990,51-60,female,7,72,Berger des Pyrenées,,,,2004,male,fauve
87998,41-50,female,1,11,Boston Terrier,,,,2004,male,black-and-white
88012,41-50,male,1,12,Irish Terrier,,,,2003,male,red
88014,31-40,male,3,31,Terrier,Mixed,,,2004,male,brown
88014,31-40,male,3,31,Mischling klein,,,,2007,male,White
88016,41-50,male,2,24,Parson Jack Russell Terrier,,,,2005,female,white / beige
88017,31-40,male,9,92,Mischling klein,,,,2004,male,black-and-white
88031,51-60,female,2,23,Parson Jack Russell Terrier,,,,2004,male,tricolor
88032,61-70,female,3,34,Mischling klein,,,,2007,female,black / brown
88038,51-60,male,11,119,Appenzeller,,,,2014,female,tricolor
88046,51-60,female,6,63,Deutscher Schäfer,,,,2004,female,gray / brown
88052,51-60,female,3,31,Bergamasker,Mixed,,,2010,male,beige
88053,51-60,female,2,23,Sennenhund,Mixed,,,2012,male,tricolor
88061,41-50,female,9,91,Appenzeller Sennenhund,,,,2004,female,black / brown / white
88067,21-30,female,12,121,Rehpinscher,,,,2009,female,russet
88068,61-70,male,9,91,Border Terrier,,,,2004,male,red / brown
88071,51-60,female,5,52,Appenzeller,,,,2004,female,tricolor
88077,51-60,male,8,81,Irish Setter,Mixed,,,2004,female,golden
88081,71-80,female,7,74,Welsh Corgi,,,,2004,female,black-and-white
88082,21-30,female,7,74,Alaskan Malamute,,,,2004,female,black / gray / white
88084,31-40,female,10,101,Nova Scotia Duck Tolling Retriever,,,,2004,female,Red White
88087,51-60,female,7,74,Kromfohrländer,,,,2004,male,White Brown
88095,81-90,male,10,101,Deutscher Schäfer,,,,2004,female,Brown black
88096,71-80,male,10,101,Labrador Retriever,,,,2014,male,black
88099,61-70,female,10,101,Mops,,,,2003,male,beige
88101,41-50,male,2,24,Beagle,,,,2013,female,tricolor
88101,41-50,male,2,24,Beagle,,,,2004,female,tricolor
88108,71-80,female,11,111,Cairn Terrier,,,,2004,male,black red
88113,71-80,female,7,71,Zwergpudel,,,,2013,male,black
88113,71-80,female,7,71,Grosspudel,,,,2008,male,White
88119,61-70,female,2,24,Jack Russel Terrier,,,,2003,male,tricolor
88120,51-60,male,8,82,Golden Retriever,,,,2002,male,golden
88132,41-50,male,5,52,Mischling klein,,,,2004,female,white / cream
88133,61-70,male,6,63,Appenzeller Sennenhund,Mixed,,,2010,male,tricolor
88137,61-70,male,7,73,Dachshund,,,,2004,male,black red
88138,41-50,female,11,119,Terrier,Mixed,,,2004,male,black-and-white
88143,51-60,female,9,91,Mittelpudel,,,,2005,male,black
88146,61-70,male,1,13,Terrier,Mixed,,,2001,male,black
88148,41-50,female,4,42,Mischling klein,,,,2008,male,beige
88151,71-80,female,12,122,Chow Chow,,,,2004,female,brown
88153,41-50,male,11,115,Labrador Retriever,,,,2004,male,yellow
88158,51-60,male,12,122,Bergamasker,Mixed,,,2008,male,blue / merle
88162,51-60,male,9,91,Mastiff,Mixed,,,2009,male,blond color
88163,41-50,female,10,102,Mischling klein,,,,2004,female,brown
88168,71-80,male,7,74,Deutscher Schäfer,,,,2012,female,black / brown
88172,61-70,female,11,111,Zwergpinscher,,,,2004,male,brown
88177,71-80,male,11,111,Hovawart,,,,2004,female,black / brown
88178,31-40,female,9,92,Chihuahua,,,,2013,female,brown
88178,31-40,female,9,92,Chihuahua,,,,2010,female,White
88183,51-60,female,8,82,Malteser,Mixed,,,2014,male,white / beige
88189,71-80,female,8,83,Golden Retriever,,,,2004,female,golden
88190,61-70,female,11,115,Border Collie,Mixed,,,2004,female,black / white / brown
88190,61-70,female,11,115,Mischling klein,,,,2006,male,brown
88191,71-80,female,9,92,Appenzeller,,Entlebucher Sennenhund,,2004,female,tricolor
88193,61-70,female,12,122,Riesenschnauzer,,,,2004,male,black
88196,71-80,female,11,111,Schäfer,,,,2004,female,black yellow
88201,51-60,female,11,115,Mischling klein,,,,2011,male,black / brown
88204,51-60,male,5,51,Collie,,,,2013,male,tricolor
88204,51-60,male,5,51,Deutscher Schäfer,,,,2010,female,black
88209,41-50,male,10,101,Labrador Retriever,Mixed,,,2012,male,black
88217,41-50,male,6,63,Rhodesian Ridgeback,,,,2004,male,tan
88218,51-60,female,4,42,Collie,Mixed,,,2004,female,white / black / brown
88219,71-80,female,7,74,Cavalier King Charles Spaniel,,,,2003,female,white / black / brown
88220,51-60,male,7,71,Coton de Tulear,Mixed,,,2000,male,black-and-white
88222,31-40,female,10,101,Schäfer,Mixed,,,2004,male,brown / white / black
88229,31-40,female,3,33,Labrador Retriever,,,,2004,male,black
88232,71-80,female,6,61,Golden Retriever,Mixed,,,2004,male,golden
88236,51-60,male,9,92,Labrador Retriever,Mixed,,,2004,male,black
88237,41-50,male,9,92,Malamut,,,,2004,female,black-and-white
88242,61-70,female,8,82,Mischling klein,,,,2004,male,White-red
88242,61-70,female,8,82,Pekingese,Mixed,,,2004,female,tan
88248,41-50,female,2,23,Tibetan Spaniel,,,,2007,female,brown / white
88250,31-40,female,7,74,Sibirischer Husky,,,,2011,female,black-and-white
88250,31-40,female,7,74,Sibirischer Husky,,,,2014,male,white / brown / black
88250,31-40,female,7,74,Sibirischer Husky,,,,2009,female,black-and-white
88250,31-40,female,7,74,Sibirischer Husky,,,,2006,male,black-and-white
88250,31-40,female,7,74,Sibirischer Husky,,,,2014,male,white / brown / black
88250,31-40,female,7,74,Sibirischer Husky,,,,2005,female,silver gray
88250,31-40,female,7,74,Sibirischer Husky,,,,2002,male,black-and-white
88250,31-40,female,7,74,Sibirischer Husky,,,,2012,female,black-and-white
88251,41-50,female,4,44,Pinscher,,,,2008,female,brown
88251,41-50,female,4,44,Jack Russel Terrier,Mixed,,,2004,female,brown / white
88260,51-60,female,2,21,English Cocker Spaniel,,,,2009,male,blueroan
88262,61-70,female,6,61,Coton de Tulear,,,,2005,male,White
88262,61-70,female,6,61,Shih Tzu,,,,2004,male,black-and-white
88269,41-50,male,10,102,Mischling klein,,,,2004,female,black
88271,41-50,female,9,91,Mischling klein,,,,2010,female,beige
88275,71-80,female,6,63,Deutscher Boxer,,,,2004,male,dark brindle
88279,41-50,female,6,61,Labrador Retriever,,Rottweiler,,2003,female,black
88279,41-50,female,6,61,Jack Russel Terrier,,,,2001,male,black-and-white
88280,61-70,male,1,13,Mischling klein,,,,2004,male,black
88292,61-70,female,10,101,Cavalier King Charles Spaniel,,,,2011,male,ruby
88294,31-40,male,11,115,West Highland White Terrier,,,,2004,female,White
88296,41-50,male,10,101,Tibetan Spaniel,,,,2011,male,beige
88298,41-50,female,9,92,Chihuahua,,,,2013,male,tan
88299,61-70,male,11,115,Beauceron Berge de Beauce,,Appenzeller,,2011,male,black / brown
88302,41-50,female,12,123,American Staffordshire Terrier,,Pit Bull Terrier,,2004,male,black
88304,51-60,female,7,72,West Highland White Terrier,,,,2004,male,White
88305,51-60,female,2,23,Lhasa Apso,,,,2004,female,sand-colored
88311,51-60,female,12,122,Yorkshire Terrier,,,,2005,male,steel blue / tan
88320,51-60,female,2,23,Bichon frisé,,,,2004,male,White
88331,41-50,female,11,115,Podenco,Mixed,,,2004,female,tan
88337,41-50,female,3,33,Yorkshire Terrier,,,,2004,male,black / brown
88339,61-70,female,9,91,Havaneser,,,,2014,male,White
88340,41-50,female,9,92,Lhasa Apso,Mixed,,,2007,female,white / beige
88345,61-70,male,12,123,Gordon Setter,,,,2004,male,black / brown
88347,51-60,female,7,73,Mischling klein,,,,2010,female,White Brown
88348,31-40,female,7,71,Mittelschnauzer,,,,2005,male,black
88350,41-50,female,9,92,Zwergpinscher,,,,2004,male,red / brown
88353,41-50,male,7,72,Labrador Retriever,,,,2004,female,blond color
88355,51-60,female,3,34,Bergamasker,,,,2005,female,Gray
88360,71-80,female,3,33,Tervueren,,,,2004,female,Brown black
88364,61-70,female,11,119,Yorkshire Terrier,,,,2004,female,blue / tan
88366,41-50,female,3,34,Yorkshire Terrier,,,,2004,male,black / brown
88376,31-40,female,7,72,Labrador Retriever,,,,2005,female,black
88378,31-40,male,9,91,Jack Russel Terrier,,,,2004,male,tricolor
88380,61-70,male,9,91,Rehpinscher,,,,2004,male,brown
88381,51-60,female,7,74,Zwergpinscher,,Rehpinscher,,2012,female,brown
88384,41-50,female,6,63,West Highland White Terrier,,,,2001,female,White
88388,61-70,male,9,92,Basset,Mixed,,,2003,male,black-and-white
88389,41-50,male,4,44,Tibetan Spaniel,,,,2011,male,blonde / white
88389,41-50,male,4,44,Mischling klein,,,,2013,male,brown / white
88390,51-60,female,9,91,Bergamasker,,Schäfer,,2005,male,black / brown / gray
88395,41-50,female,6,61,Japan Chin,,,,2005,male,White black
88396,71-80,female,2,24,Australian Silky Terrier,,,,2004,male,blue / tan
88398,61-70,female,9,92,Lhasa Apso,,,,2004,male,black-and-white
88401,61-70,female,11,115,Tibet Terrier,,Spaniel,,2004,male,black / brown
88401,61-70,female,11,115,Tibetan Spaniel,,,,2009,male,black-and-white
88402,61-70,female,8,83,Polski Owczarek Nizinny,,,,2004,male,black-and-white
88405,41-50,female,7,74,Malteser,,Bolonka Zwetna,,2005,male,White
88406,31-40,female,9,92,Jack Russel Terrier,,,,2005,female,tricolor
88408,61-70,male,11,111,Mischling klein,,,,2004,female,black / brown
88415,51-60,female,6,61,Nova Scotia Duck Tolling Retriever,,,,2012,male,Red White
88420,71-80,female,6,61,Mischling klein,,,,2003,female,tricolor
88421,51-60,male,10,101,Mischling klein,,,,2014,female,tricolor
88422,51-60,male,11,115,Border Collie,,Appenzeller,,2004,male,black-and-white
88426,51-60,male,1,11,Belgischer Schäfer,Mixed,,,2005,female,black
88437,61-70,male,9,92,Pekingese,,,,2004,male,Brown black
88438,31-40,female,3,34,Chihuahua,,,,2005,male,black-and-white
88439,51-60,female,7,72,Terrier,Mixed,,,2004,male,tan
88441,31-40,female,2,21,Kleinspitz,,,,2005,female,tan
88444,51-60,female,7,73,Cairn Terrier,,,,2005,male,brindle
88449,41-50,female,2,24,Australian Silky Terrier,,,,2005,male,blue / tan
88455,41-50,female,7,74,Welsh Terrier,,,,1999,male,black red
88462,31-40,female,7,73,Französische Bulldogge,,,,2003,male,black-and-white
88471,61-70,female,10,101,Yorkshire Terrier,,,,2004,female,Brown black
88473,41-50,male,2,24,Jack Russel Terrier,,,,2004,female,white / black / brown
88475,51-60,female,11,119,Rehpinscher,Mixed,,,2012,female,black / brown / white
88480,61-70,male,8,83,Dalmatiner,,,,2005,male,black-and-white
88481,71-80,female,10,101,Jack Russel Terrier,,,,2007,male,tricolor
88481,71-80,female,10,101,Jack Russel Terrier,,,,2005,female,white / black / brown
88483,41-50,male,7,74,Bergamasker,Mixed,,,2002,male,black
88484,61-70,female,2,23,Mischling klein,,,,2005,female,beige
88485,41-50,female,3,33,Sheltie,,,,2014,female,tricolor
88490,41-50,female,12,121,Englische Bulldogge,,,,2005,male,white / beige
88493,41-50,male,10,101,Pinscher,,,,2001,male,black / brown
88494,61-70,female,12,123,Coton de Tulear,,,,2005,male,White
88496,41-50,male,8,81,Continental Bulldog,,,,2005,female,white / black / brown
88500,61-70,male,12,123,Labrador Retriever,,,,2004,female,black
88505,31-40,male,10,101,Labrador Retriever,,,,2005,male,black
88508,51-60,female,10,102,Lagotto Romagnolo,,,,2005,female,White
88510,41-50,female,10,101,Labrador Retriever,,,,2006,female,black
88512,41-50,female,12,122,Pointer,Mixed,,,2003,female,black-and-white
88516,61-70,female,12,123,Tibet Terrier,,Spaniel,,2004,male,Brown black
88520,51-60,female,6,61,Tibet Terrier,,,,2005,male,black-and-white
88521,71-80,female,11,115,Border Terrier,,,,2005,female,Red Black
88526,21-30,female,4,44,Yorkshire Terrier,,,,2014,female,black / brown
88528,41-50,female,12,121,Volpino,,,,2004,female,beige / white
88531,41-50,female,2,24,Mischling klein,,,,2005,female,gray / white
88535,41-50,male,9,92,Labrador Retriever,,,,2003,female,beige
88542,61-70,male,7,73,Border Collie,,,,2005,female,black-and-white
88543,41-50,female,10,101,Altdeutscher Hütehund,,,,2005,female,black / gray
88546,51-60,female,7,72,Parson Russell Terrier,,,,2014,female,tricolor
88547,41-50,male,3,34,Rhodesian Ridgeback,,,,2005,female,maroon
88559,61-70,female,8,82,Zwergpudel,,,,2013,male,brown
88559,61-70,female,8,82,Zwergpudel,,,,2005,female,black
88564,41-50,male,3,34,Labrador Retriever,,,,2005,male,blond color
88565,31-40,female,9,92,Chihuahua,,,,2011,male,beige
88565,31-40,female,9,92,Chihuahua,,,,2013,male,brown / white
88567,61-70,female,6,63,Golden Retriever,Mixed,,,2004,male,black
88571,51-60,female,3,33,Collie,,,,2005,female,blue / merle
88572,71-80,female,4,44,Yorkshire Terrier,,,,1995,female,blue / tan
88575,51-60,female,12,122,Labrador Retriever,,,,2005,male,black
88579,61-70,female,2,21,Malteser,,,,2004,female,White
88580,51-60,female,9,92,Mischling klein,,,,2004,female,beige
88582,61-70,female,9,92,Pekingese,,,,2004,male,beige
88582,61-70,female,9,92,Havaneser,Mixed,,,2013,female,black-and-white
88585,41-50,female,11,111,Pinscher,,,,2014,female,black / brown
88585,41-50,female,11,111,Jack Russel Terrier,,,,2004,male,tricolor
88590,21-30,female,12,122,Chow Chow,,,,2004,male,beige
88594,71-80,male,2,21,Labrador Retriever,,,,2010,male,blond color
88595,21-30,female,12,121,Papillon,Mixed,,,2005,female,Red Black
88601,61-70,male,6,61,Labrador Retriever,,,,2005,male,black
88605,61-70,female,11,119,Jagdhund,,Terrier,,2005,female,beige / white
88609,51-60,female,1,13,Shiba Inu,,,,2005,male,Red White
88614,51-60,female,7,72,Flat Coated Retriever,,,,2013,female,black
88614,51-60,female,7,72,Flat Coated Retriever,,,,2005,female,black
88616,31-40,male,3,33,Tibet Terrier,,,,2005,male,black-and-white
88617,31-40,female,12,121,Spitz,,,,2012,female,black
88618,51-60,male,7,71,Foxterrier,,,,2005,female,White Brown
88621,31-40,male,3,34,American Staffordshire Terrier,,,,2002,male,White Brown
88625,51-60,female,2,21,Lhasa Apso,,,,2005,female,sable
88626,51-60,female,11,115,Labrador Retriever,,,,2005,male,yellow
88627,51-60,male,2,21,Labrador Retriever,,Schäfer,,2005,male,tan
88628,61-70,female,2,23,English Cocker Spaniel,,,,2005,male,tricolor
88630,61-70,female,2,23,Golden Retriever,Mixed,,,2004,female,brown
88632,71-80,female,8,82,Tibet Terrier,,,,2005,female,sable / white
88634,41-50,female,4,41,Jack Russel Terrier,,,,2005,male,tricolor
88636,51-60,male,9,92,Französische Bulldogge,,,,2010,male,beige / black
88642,81-90,male,10,102,Chow Chow,Mixed,,,2005,male,maroon
88647,41-50,female,11,119,Volpino,,,,2004,male,White
88648,71-80,male,7,71,Mischling klein,,,,2004,female,white / gray
88650,51-60,female,11,115,Lhasa Apso,,,,2012,male,black / brown / white
88650,51-60,female,11,115,Lhasa Apso,,,,2011,male,beige
88652,71-80,male,12,121,Jack Russel Terrier,,,,2005,female,black / white / brown
88653,71-80,male,12,121,King Charles Spaniel,,,,2014,female,tricolor
88654,51-60,female,6,61,Basset Griffon vendéen,,,,2005,female,white / brown / black
88656,31-40,female,10,101,Berger blanc Suisse,,,,2014,female,White
88657,61-70,female,3,33,Cairn Terrier,,,,2005,female,red
88660,61-70,female,9,92,Yorkshire Terrier,,,,2002,male,gray / brown
88661,31-40,male,5,51,Dogo Argentino,,,,2010,female,White black
88663,61-70,female,11,119,Golden Retriever,,,,2005,male,beige
88664,41-50,male,8,83,Jack Russel Terrier,,,,2014,male,tricolor
88665,21-30,female,6,63,Podenco Ibicenco,,,,2005,female,Red White
88667,61-70,female,8,83,Labrador Retriever,Mixed,,,2005,male,black
88670,51-60,female,4,44,Havaneser,,,,2012,male,tricolor
88671,71-80,male,1,11,Mischling klein,,,,2014,female,black-and-white
88672,51-60,male,4,42,Jagdhund,Mixed,,,2005,male,black
88676,51-60,female,1,12,Belgischer Schäfer,,,,2010,male,silver
88677,61-70,female,11,119,Französische Bulldogge,,,,2005,male,black
88678,51-60,female,10,101,Papillon,,,,2013,female,tricolor
88678,51-60,female,10,101,Papillon,,,,2013,female,tricolor
88681,51-60,female,5,51,Mischling klein,,,,2011,female,brown
88684,61-70,male,2,24,Appenzeller,Mixed,,,2004,male,black-and-white
88686,41-50,male,12,121,Pinscher,Mixed,,,2005,male,black
88689,51-60,female,9,91,Labrador Retriever,,,,2005,female,black
88692,61-70,male,7,74,Mischling klein,,,,2005,female,black / brown
88696,21-30,female,12,122,Mops,,Französische Bulldogge,,2008,female,blotched
88697,61-70,female,6,61,Irish Terrier,,,,2011,female,red
88703,41-50,female,12,121,Deutscher Schäfer,,,,2004,male,black / brown
88706,61-70,female,3,31,Spinone,,,,2012,male,white / orange
88708,41-50,female,2,24,Appenzeller,,,,2005,female,black / white / brown
88710,41-50,male,8,82,Polski Owczarek Nizinny,,,,2005,female,White
88712,71-80,female,11,115,Schäfer,,,,2011,male,White
88717,31-40,female,10,101,Pudel,Mixed,,,2008,male,black
88723,51-60,female,10,102,Malteser,,,,2005,female,White
88724,41-50,female,9,92,Mischling klein,,,,2000,female,black / brown
88741,61-70,male,2,23,Tibet Terrier,,,,2005,male,White black
88742,51-60,female,12,122,Maremmano,Mixed,,,2002,female,white / beige
88743,41-50,male,2,21,Mischling klein,,,,2008,female,black-and-white
88743,41-50,male,2,21,Dogge,Mixed,,,2000,female,White black
88751,41-50,female,12,123,Pinscher,Mixed,,,2003,female,brown
88752,41-50,female,2,23,Grosspudel,,,,2004,female,White
88755,41-50,female,2,21,Scottish Terrier,,,,2003,female,black red
88762,51-60,female,10,101,Pinscher,Mixed,,,2004,female,beige
88770,51-60,female,11,115,Dachshund,,,,2006,male,red
88770,51-60,female,11,115,Dachshund,,,,2003,female,black red
88772,41-50,female,2,23,Cattle Dog,,,,2005,male,tricolor
88773,61-70,female,11,111,Pekingese,,,,2000,female,brown
88774,31-40,male,5,51,Rauhaar Dackel,,,,2003,female,brown / gold
88776,31-40,female,11,119,Deutscher Schäfer,,,,2013,female,beige / black
88776,31-40,female,11,119,Schäfer,Mixed,,,2003,female,black / brown
88777,61-70,female,7,72,Cairn Terrier,,,,2005,male,beige
88780,41-50,male,4,44,Zwergspitz,,,,2005,male,tan
88783,41-50,female,11,115,Toller,,,,2005,female,Red White
88785,31-40,female,10,102,Mischling gross,,,,2015,female,White
88789,71-80,female,10,101,Jack Russel Terrier,,,,2004,female,white / black / brown
88797,31-40,female,1,11,Malteser,,,,2005,male,White
88803,41-50,female,10,102,Malteser,,,,2003,male,White
88806,51-60,female,12,123,Chihuahua,,,,2011,female,Brown beige
88806,51-60,female,12,123,Chihuahua,Mixed,,,2005,female,black-and-white
88806,51-60,female,12,123,Chihuahua,,,,2006,female,black-and-white
88810,41-50,female,7,73,Nova Scotia Duck Tolling Retriever,,,,2005,female,Red White
88829,61-70,female,6,61,West Highland White Terrier,,,,2005,female,White
88836,41-50,male,10,101,Golden Retriever,,,,2005,female,blond color
88842,41-50,female,6,63,Flat Coated Retriever,,,,2011,female,black
88843,71-80,male,10,101,West Highland White Terrier,,,,2014,male,White
88844,51-60,male,8,82,Zwergpudel,,,,2005,female,silver
88845,51-60,female,6,63,West Highland White Terrier,,,,2005,male,White
88850,51-60,female,9,92,Yorkshire Terrier,,,,2006,male,blue / tan
88850,51-60,female,9,92,Yorkshire Terrier,,,,2006,female,tricolor
88850,51-60,female,9,92,Yorkshire Terrier,,,,2012,female,blue / tan
88852,61-70,female,3,31,Airedale Terrier,,,,2005,male,black
88857,51-60,female,7,74,Labrador Retriever,,,,2005,female,yellow
88862,61-70,female,3,34,Mischling klein,,,,2005,female,beige
88865,51-60,female,5,52,Appenzeller,,Border Collie,,2013,female,tricolor
88866,41-50,male,2,24,Labrador Retriever,,,,2005,male,blond color
88866,41-50,male,2,24,Labrador Retriever,,,,2010,male,brown
88868,51-60,female,10,101,Beagle,,,,2002,male,tricolor
88871,51-60,female,11,119,Chihuahua,,,,2010,female,Brown black
88871,51-60,female,11,119,Zwergschnauzer,,Yorkshire Terrier,,2008,female,black / brown
88871,51-60,female,11,119,Chihuahua,,,,2009,female,White
88879,51-60,female,7,72,Weimaraner,,,,2002,female,silver gray
88881,61-70,male,3,31,Labrador Retriever,,,,2005,male,brown
88882,71-80,male,2,24,Labrador Retriever,,,,2007,male,blond color
88885,21-30,female,4,44,Bolonka Zwetna,,,,2005,female,black-and-white
88886,61-70,female,11,115,Dackel,,,,2002,male,black / brown
88887,31-40,female,12,123,Beagle,,,,2005,female,tricolor
88887,31-40,female,12,123,Beagle,,,,2001,female,white / brown / black
88888,51-60,male,2,24,Langhaardackel,,,,2012,male,brown
88888,51-60,male,2,24,Langhaardackel,,,,2005,female,red / brown
88892,41-50,female,7,74,Field Spaniel,,,,2005,female,brown
88893,31-40,female,9,91,Labrador Retriever,Mixed,,,2005,female,blond color
88897,81-90,female,7,74,Cairn Terrier,,,,2005,female,black / gray
88898,61-70,female,3,31,Border Collie,,,,2005,male,black-and-white
88901,31-40,female,8,83,Mischling klein,,,,2005,male,White Brown
88902,61-70,female,7,74,Schäfer,,Husky,,2000,female,gray / white
88903,41-50,male,11,115,Golden Retriever,,,,2006,male,golden
88904,51-60,female,3,33,Elo,,,,2005,female,brown / red
88905,51-60,male,10,101,Schnauzer,Mixed,,,2005,female,black / gray
88907,31-40,female,9,92,Galgo Español,,,,2005,male,White Brown
88923,51-60,female,12,122,Bolonka Zwetna,,,,2010,female,black-and-white
88923,51-60,female,12,122,Bolonka Zwetna,,,,2008,male,black-and-white
88923,51-60,female,12,122,West Highland White Terrier,,,,2006,male,White
88924,61-70,male,9,91,Mischling klein,,,,2006,male,tricolor
88925,61-70,female,9,91,Parson Jack Russell Terrier,,,,2005,female,tricolor
88928,51-60,female,9,92,Malteser,Mixed,,,2005,male,White
88928,51-60,female,9,92,Chihuahua,,,,2007,male,White Brown
88929,51-60,male,3,34,Podenco,Mixed,,,2005,male,red / brown
88930,51-60,female,9,92,Bergamasker,,Hirtenhund,,2005,female,Brown beige
88930,51-60,female,9,92,Zwergpudel,,,,2006,male,apricot
88933,41-50,male,5,51,Jack Russel Terrier,,,,2005,male,White black
88937,41-50,female,9,91,Deutscher Schäfer,Mixed,,,2004,female,black / gray
88942,31-40,male,10,101,Bulldog,Mixed,,,2005,female,White
88943,71-80,male,7,74,Collie,Mixed,,,2002,female,red / brown / white
88948,81-90,female,8,81,Spitz,,Golden Retriever,,2002,male,beige / white
88949,31-40,female,11,119,Mischling klein,,,,1999,female,brown / white
88956,61-70,male,10,101,Jack Russel Terrier,,,,2005,male,black / brown
88961,41-50,female,7,72,Beagle,,,,2011,male,tricolor
